Index,YM,Average,CumSumAverage,Month,Year,NoDur,Durbl,Manuf,Enrgy,HiTec,Telcm,Shops,Hlth,Utils,Other,Index,D12,E12,b.m,tbl,AAA,BAA,lty,ntis,Rfree,infl,ltr,corpr,svar,csp,CRSP_SPvw,CRSP_SPvwx
582.00,197412.00,-7.02,674.52,12.00,1974.00,-7.51,-9.5,-7.37,-3.73,-10.78,-3.64,-9.1,-8.27,-2.6,-7.73,68.56,3.6,8.89,1.120018175,0.0715,0.0889,0.1063,0.076,0.008773308,0.005958333,0.00776699,0.0171,-0.0075,0.003814438,-0.000830488,-0.018021,-0.020305
583.00,197501.00,28.82,703.33,1.00,1975.00,28.75,34.98,27.39,16.67,34.75,34.01,32.18,27.65,22.76,29.02,76.98,3.6233,8.7433,0.980829627,0.0626,0.0883,0.1081,0.0796,0.008511169,0.005216667,0.003853565,0.0225,0.0596,0.004017213,-0.001229924,0.12361,0.121698
584.00,197502.00,6.08,709.41,2.00,1975.00,4.69,3.39,5.47,5.34,8.21,9.37,5.62,11.84,0.96,5.86,81.59,3.6467,8.5967,0.933901631,0.055,0.0862,0.1065,0.0788,0.011652942,0.004583333,0.007677543,0.0131,0.0137,0.00217907,-0.000708124,0.06746,0.059497
585.00,197503.00,7.36,716.77,3.00,1975.00,10.43,10.87,8.02,-0.3,12,7.54,13.32,5.19,-0.6,7.15,83.36,3.67,8.45,0.972466315,0.0549,0.0867,0.1048,0.0824,0.020467918,0.004575,0.003809524,-0.0267,-0.0247,0.002402643,-0.000704292,0.024014,0.022122
586.00,197504.00,4.11,720.88,4.00,1975.00,3.77,3.33,5.21,6.69,6.69,6.88,3.02,3.8,0.06,1.66,87.3,3.6833,8.2867,0.909489371,0.0561,0.0895,0.1058,0.0852,0.022496487,0.004675,0.003795066,-0.0182,-0.0052,0.002313727,-0.000673488,0.049424,0.047293
587.00,197505.00,8.43,729.31,5.00,1975.00,6.8,7.61,6.26,13.53,10.97,9.67,6.7,8.65,7.04,7.04,91.15,3.6967,8.1233,0.8975237,0.0523,0.089,0.1069,0.0836,0.022953967,0.004358333,0.005671078,0.0212,0.0106,0.001807184,-0.000409822,0.051193,0.044794
588.00,197506.00,7.81,737.12,6.00,1975.00,8.32,8.59,7.79,8.76,8.8,7.26,7.61,5.43,9.53,6,95.19,3.71,7.96,0.84983902,0.0534,0.0877,0.1062,0.0813,0.022961834,0.00445,0.007518797,0.0292,0.0304,0.001353355,-0.000805424,0.04622,0.044342
589.00,197507.00,-1.51,735.61,7.00,1975.00,0.77,1.48,-1.04,-2.81,-2.05,-5.74,0.66,-2.52,-3.15,-0.67,88.75,3.71,7.8933,0.898365624,0.0613,0.0884,0.1055,0.0829,0.025627147,0.005108333,0.01119403,-0.0087,-0.003,0.001244415,-0.001182099,-0.065504,-0.067553
590.00,197508.00,-4.55,731.06,8.00,1975.00,-4.4,-6.02,-4.39,-3.17,-6.47,-2.97,-3.76,-7.68,-1.66,-4.95,86.88,3.71,7.8267,0.894246654,0.0644,0.0895,0.1059,0.0844,0.026364596,0.005366667,0.001845019,-0.0068,-0.0175,0.002343157,-0.001574013,-0.015663,-0.021731
591.00,197509.00,-3.57,727.49,9.00,1975.00,-1.66,-4.15,-3.56,-4.06,-4.39,-4.41,-3.11,-5.04,-0.93,-4.38,83.87,3.71,7.76,0.940948254,0.0642,0.0895,0.1061,0.0862,0.027917636,0.00535,0.005524862,-0.0098,-0.0126,0.002304587,-0.001492257,-0.03225,-0.034226
592.00,197510.00,2.37,729.87,10.00,1975.00,4.26,4.52,0.79,-0.61,0.13,3.59,3.51,1.88,5.05,0.61,89.04,3.7,7.8267,0.893497919,0.0596,0.0886,0.1062,0.0819,0.025896651,0.004966667,0.005494506,0.0475,0.0553,0.00215464,-0.001543024,0.064855,0.062135
593.00,197511.00,2.35,732.22,11.00,1975.00,4.06,3.41,1.91,-1.58,1.39,3.53,4.15,2.66,3.21,0.77,91.24,3.69,7.8933,0.867928474,0.0548,0.0878,0.1056,0.0838,0.02462068,0.004566667,0.007285975,-0.0109,-0.0088,0.000812701,-0.001652912,0.030089,0.023996
594.00,197512.00,-0.64,731.57,12.00,1975.00,-0.71,-0.89,-0.87,-1.77,-2.54,0.47,-0.57,-0.75,0.67,0.52,90.19,3.68,7.96,0.876338851,0.0544,0.0879,0.1056,0.0805,0.023709429,0.004533333,0.003616637,0.039,0.0442,0.001330808,-0.000465116,-0.010485,-0.012296
595.00,197601.00,18.96,750.53,1.00,1976.00,19.93,26.04,20.71,14.96,25.01,20.72,18.8,17.01,9.74,16.65,100.86,3.6833,8.1933,0.765933886,0.0487,0.086,0.1041,0.0802,0.021850489,0.004058333,0.001801802,0.009,0.0188,0.001978298,-0.000110293,0.120143,0.118545
596.00,197602.00,9.84,760.37,2.00,1976.00,13.7,15.26,11.83,3.4,14.71,8.02,14.07,7.48,-0.85,10.81,99.71,3.6867,8.4267,0.76803652,0.0488,0.0855,0.1024,0.0802,0.022231369,0.004066667,0.003597122,0.0062,0.0061,0.001221425,-0.000170784,-0.005756,-0.01162
597.00,197603.00,1.52,761.89,3.00,1976.00,0.48,2.53,1.9,2.05,3.61,-2.69,2.54,1.9,0.1,2.76,102.77,3.69,8.66,0.784031217,0.05,0.0852,0.1012,0.0792,0.015070147,0.004166667,0.001792115,0.0166,0.0167,0.001265717,-0.000438798,0.03264,0.030786
598.00,197604.00,-0.53,761.36,4.00,1976.00,-0.85,-1.17,-0.7,2.38,-1.28,0.14,-1.65,-3.51,1.53,-0.16,101.64,3.7133,8.8567,0.78607614,0.0486,0.084,0.0994,0.0797,0.014238437,0.00405,0.003577818,0.0018,-0.0015,0.00100713,-0.00135341,-0.00961,-0.010699
599.00,197605.00,-1.73,759.64,5.00,1976.00,-4.16,-4.27,-0.77,7.19,-3.17,-3.55,-3.74,-1.81,-1.14,-1.83,100.18,3.7367,9.0533,0.803502764,0.052,0.0858,0.0986,0.0821,0.014146386,0.004333333,0.007130125,-0.0158,-0.0103,0.000936506,-0.0010527,-0.008116,-0.015026
600.00,197606.00,3.15,762.79,6.00,1976.00,1.2,2.63,3.97,3.49,5.86,5.4,0.56,2.57,3.1,2.73,104.28,3.76,9.25,0.781427631,0.0541,0.0862,0.0989,0.0807,0.018923185,0.004508333,0.005309735,0.0208,0.015,0.0009716,-0.001277583,0.043959,0.042158
601.00,197607.00,0.26,763.05,7.00,1976.00,-0.12,-0.12,0.48,0.62,-1.52,0.1,-1.35,0.8,2.95,0.75,103.44,3.79,9.35,0.795823854,0.0523,0.0856,0.0982,0.0805,0.018840949,0.004358333,0.00528169,0.0078,0.0149,0.00048717,-0.001441104,-0.007202,-0.008454
602.00,197608.00,-1.09,761.96,8.00,1976.00,-2.77,-2.62,-1.5,-3.02,-3.33,3.82,-1.58,-1.52,2.88,-1.23,102.91,3.82,9.45,0.804732269,0.0514,0.0845,0.0964,0.079,0.020628366,0.004283333,0.005253941,0.0211,0.0231,0.000744545,-0.001297757,0.001599,-0.004982
603.00,197609.00,2.17,764.13,9.00,1976.00,-0.26,1.5,1.66,6.84,1.15,2.62,0.65,2.06,4.02,1.45,105.24,3.85,9.55,0.791363274,0.0508,0.0838,0.094,0.0781,0.023781519,0.004233333,0.003484321,0.0145,0.0167,0.000890683,-0.001456697,0.024421,0.02267
604.00,197610.00,-1.86,762.27,10.00,1976.00,-2.37,-2.93,-2.53,-0.29,-4.15,-0.49,-3.11,-1.1,-0.2,-1.43,102.9,3.9167,9.67,0.812079633,0.0492,0.0832,0.0929,0.0779,0.02556797,0.0041,0.005208333,0.0084,0.007,0.001270002,-0.00115663,-0.020211,-0.021995
605.00,197611.00,2.87,765.14,11.00,1976.00,2.21,3.74,1.97,3.77,2.86,4.73,2.75,1.06,2.98,2.63,102.1,3.9833,9.79,0.827262938,0.0475,0.0825,0.0923,0.0749,0.027894241,0.003958333,0.001727116,0.0339,0.0319,0.001117929,-0.00092241,-0.001041,-0.008628
606.00,197612.00,9.66,774.80,12.00,1976.00,8.81,10.51,9.3,11.35,12.96,7.34,9.77,9.24,7.04,10.32,107.46,4.05,9.91,0.779973125,0.0435,0.0798,0.0912,0.0721,0.028565706,0.003625,0.003448276,0.0327,0.0347,0.000576229,-0.001122704,0.053775,0.05217
607.00,197701.00,4.10,778.90,1.00,1977.00,2.97,0.88,3.49,11.82,5.39,4.79,1.83,3.71,2.46,3.62,102.03,4.0967,9.9667,0.821065205,0.0462,0.0796,0.0908,0.0764,0.02959896,0.00385,0.005154639,-0.0388,-0.0303,0.00069564,-0.001592844,-0.049654,-0.051167
608.00,197702.00,-0.17,778.73,2.00,1977.00,-0.03,-0.36,0.93,-1.67,0.6,1.6,-0.44,-0.5,-2.73,0.89,99.82,4.1433,10.0233,0.836803998,0.0467,0.0804,0.0912,0.0775,0.027969433,0.003891667,0.01025641,-0.0049,-0.002,0.000334679,-0.001653703,-0.015638,-0.0224
609.00,197703.00,0.68,779.41,3.00,1977.00,0.33,-1.12,1.2,-0.45,1.84,2.25,0.09,0.65,0.32,1.68,98.42,4.19,10.08,0.868429928,0.046,0.081,0.0912,0.0772,0.030337559,0.003833333,0.00676819,0.0091,0.0094,0.000665746,-0.001732089,-0.012502,-0.014548
610.00,197704.00,1.23,780.64,4.00,1977.00,1.49,0.46,2.34,3.42,1.53,-0.06,0.22,-1.12,1.67,2.37,98.44,4.2467,10.1933,0.86115007,0.0454,0.0804,0.0907,0.0771,0.031139359,0.003783333,0.008403361,0.0071,0.01,0.000984869,-0.0016387,0.000641,-0.000503
611.00,197705.00,0.25,780.89,5.00,1977.00,-0.49,-0.5,-0.62,1.82,0.52,-1.23,0.67,0.04,1.39,0.89,96.12,4.3033,10.3067,0.888211337,0.0496,0.0805,0.0901,0.0765,0.035315639,0.004133333,0.005,0.0125,0.0106,0.000634799,-0.001354182,-0.015064,-0.023541
612.00,197706.00,5.77,786.66,6.00,1977.00,4.63,3.29,5.13,8.69,6.05,7.07,4.77,7.14,5.53,5.39,100.48,4.36,10.42,0.871112081,0.0502,0.0795,0.0891,0.0754,0.031941284,0.004183333,0.006633499,0.0164,0.0175,0.000563354,-0.001593585,0.047776,0.045705
613.00,197707.00,1.13,787.79,7.00,1977.00,1.19,0.56,-0.44,-0.8,0.83,3.74,1.33,0.86,1.78,2.28,98.85,4.4067,10.5167,0.896783399,0.0519,0.0794,0.0887,0.0768,0.033182021,0.004325,0.004942339,-0.007,-5.00E-04,0.000594692,-0.001686821,-0.015453,-0.016589
614.00,197708.00,-0.64,787.15,8.00,1977.00,-0.59,-0.96,-0.73,-3,0.49,0.05,0.54,-0.43,-1.81,0.07,96.77,4.4533,10.6133,0.92653426,0.0549,0.0798,0.0882,0.0754,0.033750739,0.004575,0.003278689,0.0198,0.0136,0.000582452,-0.001666359,-0.01231,-0.020221
615.00,197709.00,1.77,788.92,9.00,1977.00,1.1,1.28,-0.17,2.48,0.8,1.39,2.79,4.78,1.51,1.7,96.53,4.5,10.71,0.942262516,0.0581,0.0792,0.088,0.0764,0.032367976,0.004841667,0.003267974,-0.0029,-0.0022,0.000463184,-0.001802691,-0.000825,-0.003084
616.00,197710.00,-2.40,786.53,10.00,1977.00,-1.36,-3.14,-2.78,-5.1,-2.57,-2.42,-1.81,-0.35,-2.26,-2.16,92.34,4.5567,10.77,0.975377284,0.0616,0.0804,0.0889,0.0781,0.032775495,0.005133333,0.003257329,-0.0093,-0.0038,0.000726166,-0.001257046,-0.041984,-0.043869
617.00,197711.00,7.26,793.79,11.00,1977.00,7.11,7.65,7.23,8.61,9.25,8.01,6,8.17,3.53,7.08,94.83,4.6133,10.83,0.96203447,0.061,0.0808,0.0895,0.0777,0.029217127,0.005083333,0.00487013,0.0093,0.0061,0.001387517,-0.001290008,0.036752,0.026953
618.00,197712.00,2.51,796.30,12.00,1977.00,1.31,0.79,1.63,3.74,3.08,6.14,2,3.92,0.11,2.37,95.1,4.67,10.89,0.960333025,0.0607,0.0819,0.0899,0.0803,0.030475541,0.005058333,0.003231018,-0.0168,-0.0105,0.000626626,-0.00183389,0.00557,0.003637
619.00,197801.00,-1.91,794.39,1.00,1978.00,-0.18,-3.48,-1.72,-3.66,-2.21,-1.67,-1.24,-1.42,-3.21,-0.3,89.25,4.7133,10.9,1.036731089,0.0644,0.0841,0.0917,0.0816,0.028814389,0.005366667,0.006441224,-0.008,-0.0089,0.000908056,-0.001893361,-0.060643,-0.062611
620.00,197802.00,2.26,796.65,2.00,1978.00,2.17,2.46,2.61,1.25,2.51,2.31,4.44,1.86,0.42,2.55,87.04,4.7567,10.91,1.075567294,0.0645,0.0847,0.092,0.0822,0.031169141,0.005375,0.0064,4.00E-04,0.0051,0.000669887,-0.001551213,-0.01626,-0.024938
621.00,197803.00,6.54,803.19,3.00,1978.00,6.65,6.72,6.68,2.6,9.66,8.36,7.32,8.91,1.64,6.85,89.21,4.8,10.92,1.111492553,0.0629,0.0847,0.0922,0.0831,0.027569748,0.005241667,0.007949126,-0.0021,0.0042,0.000622855,-0.001381708,0.026925,0.024356
622.00,197804.00,7.84,811.03,4.00,1978.00,7.01,8.48,9.17,5.74,11.84,9,8.11,10.94,0.31,7.79,96.83,4.8367,11.0233,1.005350404,0.0629,0.0856,0.0932,0.0838,0.022945989,0.005241667,0.007886435,-5.00E-04,-0.0023,0.001741161,-0.001986056,0.088964,0.087593
623.00,197805.00,6.66,817.68,5.00,1978.00,6.95,8.64,7.54,3.58,12.3,5.59,7.32,8.29,0.17,6.17,97.24,4.8733,11.1267,1.001415639,0.0641,0.0869,0.0949,0.0852,0.016559459,0.005341667,0.009389671,-0.0058,-0.0108,0.001085059,-0.002333434,0.013719,0.004436
624.00,197806.00,0.50,818.18,6.00,1978.00,0.94,0.13,0.44,-0.29,0.62,-0.49,0.04,0.73,1.02,1.87,95.53,4.91,11.23,1.027901581,0.0673,0.0876,0.096,0.0865,0.016523465,0.005608333,0.010852713,-0.0062,0.0023,0.001027411,-0.001834939,-0.016578,-0.018953
625.00,197807.00,4.99,823.17,7.00,1978.00,2.83,3.57,6.22,4.13,7.61,4.68,3.28,8.94,3.01,5.6,100.68,4.9467,11.3433,0.976260336,0.0701,0.0888,0.096,0.0858,0.014671414,0.005841667,0.007668712,0.0143,0.0101,0.00084993,-0.001500183,0.056974,0.055121
626.00,197808.00,9.00,832.17,8.00,1978.00,7.66,13.07,8.67,3.58,17.75,8.3,10.64,9.74,1.59,9.01,103.29,4.9833,11.4567,0.960060218,0.0708,0.0869,0.0948,0.0843,0.012025052,0.0059,0.00456621,0.0218,0.0257,0.001002245,-0.001831664,0.033641,0.025563
627.00,197809.00,0.52,832.69,9.00,1978.00,2.64,0.16,-0.78,2.52,0.91,-0.71,-0.06,-0.25,0.15,0.64,102.54,5.02,11.57,0.972257513,0.0785,0.0869,0.0942,0.086,0.012726385,0.006541667,0.007575758,-0.0106,-0.0048,0.000948016,-0.002599305,-0.005163,-0.007483
628.00,197810.00,-18.22,814.48,10.00,1978.00,-18.21,-20.45,-18.61,-20.65,-24.93,-13.63,-19.2,-22.79,-7.34,-16.35,93.15,5.0367,11.8233,1.062275222,0.0799,0.0889,0.0959,0.0889,0.014375663,0.006658333,0.009022556,-0.02,-0.0205,0.002100022,-0.00187022,-0.08957,-0.092269
629.00,197811.00,5.35,819.83,11.00,1978.00,5.82,3.65,4.53,8.87,8.11,6.96,2.72,7.87,2.3,2.68,94.7,5.0533,12.0767,1.053527402,0.0864,0.0903,0.0983,0.0877,0.014113759,0.0072,0.004470939,0.0189,0.0134,0.003180904,-0.001861131,0.026771,0.0174
630.00,197812.00,1.53,821.36,12.00,1978.00,-0.2,-0.83,1.37,2.03,3.99,4.24,0.36,3.32,-0.68,1.71,96.11,5.07,12.33,1.045701296,0.0908,0.0916,0.0994,0.0898,0.014874873,0.007566667,0.004451039,-0.013,-0.0133,0.001665671,-0.001548154,0.016627,0.014264
631.00,197901.00,9.21,830.57,1.00,1979.00,8.74,11.1,10.86,7.43,12.03,9.16,9.34,8.97,6.12,8.33,99.93,5.1133,12.6533,1.003074283,0.0935,0.0925,0.1013,0.0886,0.014449882,0.007791667,0.008862629,0.0191,0.0184,0.001001125,-0.001849819,0.042697,0.040161
632.00,197902.00,-1.91,828.65,2.00,1979.00,-2.11,-2.95,-2.5,2.63,-3.61,-1.1,-3.09,-4.45,-0.81,-1.13,96.28,5.1567,12.9767,1.040775451,0.0932,0.0926,0.1008,0.0908,0.012292482,0.007766667,0.011713031,-0.0135,-0.0128,0.000814059,-0.001314727,-0.028649,-0.036958
633.00,197903.00,8.42,837.08,3.00,1979.00,5.84,6.14,9.01,18.13,11.38,8.92,7.39,7.3,2.59,7.54,101.59,5.2,13.3,1.033078939,0.0948,0.0937,0.1026,0.0902,0.011731434,0.0079,0.010130246,0.0129,0.0106,0.000800771,-0.001349922,0.057361,0.054825
634.00,197904.00,2.53,839.60,4.00,1979.00,2.51,1.86,2.93,4.77,2.82,4.67,2.22,1.1,-0.81,3.18,101.76,5.2467,13.5267,1.041876243,0.0946,0.0938,0.1033,0.0922,0.011631183,0.007883333,0.011461318,-0.0112,-0.0052,0.000646829,-0.001558234,0.004183,0.002218
635.00,197905.00,-0.78,838.83,5.00,1979.00,-0.26,-1.17,-1.25,0.17,-1.45,-1.19,-2.44,-1.31,0.61,0.53,99.08,5.2933,13.7533,1.083141804,0.0961,0.095,0.1047,0.0903,0.014245391,0.008008333,0.012747875,0.0261,0.0228,0.000924233,-0.001432578,-0.016818,-0.026303
636.00,197906.00,6.10,844.92,6.00,1979.00,1.9,3.55,5.06,19.95,5.03,6.65,2.84,4.46,5.54,5.99,102.91,5.34,13.98,1.057863607,0.0906,0.0929,0.1038,0.0877,0.012127993,0.00755,0.011188811,0.0311,0.0269,0.000571458,-0.001327684,0.040324,0.037792
637.00,197907.00,2.07,846.99,7.00,1979.00,0.25,1.92,2.93,0.7,1.82,1.46,2.16,2.89,3.83,2.69,103.81,5.3967,14.1967,1.052314454,0.0924,0.092,0.1029,0.0895,0.009737203,0.0077,0.011065007,-0.0085,-0.0031,0.000707685,-0.000954076,0.012051,0.009737
638.00,197908.00,7.39,854.37,8.00,1979.00,7.28,5.21,8.27,12.13,9.77,6.54,7.76,7.62,2.5,6.77,109.32,5.4533,14.4133,1.003458648,0.0952,0.0923,0.1035,0.0907,0.011604257,0.007933333,0.009575923,-0.0035,6.00E-04,0.000506456,-0.001171412,0.061865,0.053222
639.00,197909.00,0.31,854.68,9.00,1979.00,-1.54,-1.66,-1.01,6.61,-0.55,1.59,0.1,1.32,-1.52,-0.27,109.32,5.51,14.63,1.013794987,0.1026,0.0944,0.1054,0.0927,0.009439171,0.00855,0.010840108,-0.0122,-0.0179,0.001233085,-0.001419556,0.001416,-0.000872
640.00,197910.00,-9.02,845.66,10.00,1979.00,-9.64,-10.1,-10.37,-7.04,-9.26,-8.34,-9.37,-9.27,-6.66,-10.17,101.82,5.5567,14.7067,1.091945568,0.117,0.1013,0.114,0.1034,0.010247528,0.00975,0.008042895,-0.0841,-0.089,0.00258934,-0.001255481,-0.06556,-0.068517
641.00,197911.00,7.58,853.24,11.00,1979.00,4.69,1.2,5.58,17.39,11.1,9.24,3.98,9.77,6.87,5.98,106.16,5.6033,14.7833,1.083115462,0.1179,0.1076,0.1199,0.1009,0.01081468,0.009825,0.009308511,0.0311,0.0222,0.001558374,-0.000844509,0.052777,0.04357
642.00,197912.00,6.68,859.91,12.00,1979.00,4.23,2.79,7.62,15.81,9.94,8.39,5.35,7.15,-0.75,6.23,107.94,5.65,14.86,1.061950068,0.1204,0.1074,0.1206,0.1012,0.010549299,0.010033333,0.010540185,0.0057,-0.0108,0.000469655,-0.000371131,0.01834,0.015892
643.00,198001.00,9.38,869.30,1.00,1980.00,7.82,11.28,11.88,19.56,14.76,3.79,5.59,8.25,1.21,9.7,114.16,5.7,15.0033,1.016954958,0.12,0.1109,0.1242,0.1114,0.011297471,0.01,0.014341591,-0.0741,-0.0645,0.001906401,-0.000295125,0.061308,0.058935
644.00,198002.00,-0.98,868.32,2.00,1980.00,-1.22,-1.75,-2.49,8.52,-0.43,-3.11,-1.27,-3.28,-4.05,-0.67,113.66,5.75,15.1467,1.03192993,0.1286,0.1238,0.1357,0.1186,0.010827185,0.010716667,0.014138818,-0.0467,-0.0665,0.001897609,-0.000821168,0.002611,-0.005574
645.00,198003.00,-15.54,852.78,3.00,1980.00,-14.33,-17.45,-16.6,-24.76,-19.62,-11.34,-15.03,-13.64,-6.72,-15.95,102.09,5.8,15.29,1.093732103,0.152,0.1296,0.1445,0.1239,0.011877396,0.012666667,0.015209126,-0.0315,-0.0062,0.004621872,-0.000484608,-0.097518,-0.100096
646.00,198004.00,5.70,858.48,4.00,1980.00,4.21,1.39,3.36,7.33,5.6,6.56,3.62,6.22,12.9,5.85,106.29,5.8467,15.1733,1.05181994,0.132,0.1204,0.1419,0.1076,0.015346805,0.011,0.011235955,0.1523,0.1376,0.002745574,-0.000265001,0.042394,0.039877
647.00,198005.00,7.52,866.01,5.00,1980.00,6.85,8.56,6.2,5.88,6.75,8.77,8.57,10.93,4.96,7.76,111.24,5.8933,15.0567,1.010048775,0.0858,0.1099,0.1317,0.1037,0.015051823,0.00715,0.009876543,0.0419,0.056,0.001509752,-0.000153969,0.05556,0.046651
648.00,198006.00,3.90,869.90,6.00,1980.00,3.87,2.85,3.56,6.58,3.2,2.74,4.17,1.94,4.92,5.15,114.24,5.94,14.94,0.990183427,0.0707,0.1058,0.1271,0.1006,0.015304351,0.005891667,0.011002445,0.0359,0.0341,0.001371067,0.000420313,0.029722,0.026895
649.00,198007.00,8.74,878.64,7.00,1980.00,7.7,8.25,10.13,6.67,17.59,5.89,8.75,13.17,0.67,8.53,121.67,5.9833,14.84,0.918829919,0.0806,0.1107,0.1265,0.1074,0.020154008,0.006716667,0,-0.0476,-0.0429,0.001362829,0.000749011,0.0682,0.06563
650.00,198008.00,6.98,885.61,8.00,1980.00,5.84,7.47,6.26,8.9,13.07,9.11,6.08,8.7,-1.33,5.65,122.38,6.0267,14.74,0.921519639,0.0913,0.1164,0.1315,0.114,0.019949805,0.007608333,0.007255139,-0.0432,-0.0445,0.001708132,0.00081825,0.013454,0.00603
651.00,198009.00,5.00,890.61,9.00,1980.00,3.33,6.56,4.78,11.98,6.85,2.09,3.05,6.6,0.12,4.64,125.46,6.07,14.64,0.921687652,0.1027,0.1202,0.137,0.1185,0.023796048,0.008558333,0.008403361,-0.0262,-0.0237,0.002657407,0.000765403,0.027935,0.025155
652.00,198010.00,4.24,894.86,10.00,1980.00,1.79,0.94,3.03,11.38,7.65,3.05,2.24,6.41,1.15,4.77,127.47,6.1,14.7,0.929593614,0.1162,0.1231,0.1423,0.1231,0.022769195,0.009683333,0.00952381,-0.0263,-0.0159,0.002190636,0.001445663,0.017809,0.014742
653.00,198011.00,7.31,902.16,11.00,1980.00,1.11,3.44,6.15,26.07,10.78,6.08,3.12,7.72,2.41,6.17,140.52,6.13,14.76,0.865161979,0.1373,0.1297,0.1464,0.123,0.021949283,0.011441667,0.008254717,0.01,0.0017,0.002419092,0.001311848,0.10991,0.103015
654.00,198012.00,-3.14,899.02,12.00,1980.00,-3.13,-3.99,-3.9,-7.31,-3.71,-2.35,-2.55,-2.17,0.23,-2.56,135.76,6.16,14.82,0.891503024,0.1549,0.1321,0.1514,0.1199,0.026816359,0.012908333,0.009356725,0.0352,0.0248,0.002951487,0.001020158,-0.030634,-0.033006
655.00,198101.00,0.91,899.93,1.00,1981.00,3.88,2.04,0.36,-6.21,-3.29,5.07,2.87,2.9,0.37,1.15,129.55,6.2,14.74,0.907238697,0.1502,0.1281,0.1503,0.1211,0.028695424,0.012516667,0.00811124,-0.0115,-0.013,0.00159744,0.000710586,-0.04337,-0.045036
656.00,198102.00,0.23,900.16,2.00,1981.00,1.48,2.81,1.23,-2.78,-2.45,1.42,1.34,-1.81,-0.27,1.37,131.27,6.24,14.66,0.881815757,0.1479,0.1335,0.1537,0.1283,0.030009372,0.012325,0.010344828,-0.0435,-0.0269,0.001530896,0.000731569,0.021267,0.013492
657.00,198103.00,7.05,907.21,3.00,1981.00,7.11,7.23,8.91,0.27,8.27,8.25,8.55,11.85,2.75,7.26,136,6.28,14.58,0.924920557,0.1336,0.1333,0.1534,0.1248,0.027939341,0.011133333,0.006825939,0.0384,0.0311,0.002075959,0.000448875,0.038285,0.035426
658.00,198104.00,2.77,909.98,4.00,1981.00,4.14,5.15,2.62,-7.41,6.24,3.24,5.25,7.14,-1.66,3.03,132.81,6.3167,14.7233,0.930593836,0.1369,0.1388,0.1556,0.1332,0.027352052,0.011408333,0.006779661,-0.0518,-0.0769,0.000832009,0.000415848,-0.020211,-0.021967
659.00,198105.00,3.44,913.43,5.00,1981.00,3.07,3.09,2.32,1.82,7.73,6.61,2.27,3.72,2.05,1.75,132.59,6.3533,14.8667,0.936223847,0.163,0.1432,0.1595,0.1265,0.028844656,0.013583333,0.007856341,0.0622,0.0595,0.000921693,-3.18E-07,0.006539,-0.001124
660.00,198106.00,-0.95,912.48,6.00,1981.00,1.87,0.79,-0.62,-7.18,-5.59,-1.84,1.75,-2.14,3.3,0.19,131.21,6.39,15.01,0.950474982,0.1473,0.1375,0.158,0.1304,0.027893475,0.012275,0.008908686,-0.0179,0.0023,0.000995536,-5.70E-05,-0.008255,-0.01118
661.00,198107.00,-1.61,910.87,7.00,1981.00,-1.44,-1.47,-2.49,4.71,-5.7,-1.54,-3.07,-4.24,1.33,-2.14,130.92,6.4333,15.0967,0.974966924,0.1495,0.1438,0.1617,0.137,0.025590255,0.012458333,0.011037528,-0.0353,-0.0372,0.001102994,-0.000324294,0.000714,-0.000946
662.00,198108.00,-7.63,903.24,8.00,1981.00,-5.84,-8.75,-8.07,-8.41,-12.26,-8.86,-6.3,-11.01,-0.39,-6.44,122.79,6.4767,15.1833,1.053354056,0.1551,0.1489,0.1634,0.1445,0.026991788,0.012925,0.007641921,-0.0386,-0.0345,0.001824936,-0.00080864,-0.05554,-0.063659
663.00,198109.00,-8.29,894.95,9.00,1981.00,-5.79,-8.55,-9.03,-17.39,-10.07,-5.5,-6.07,-7.72,-4.2,-8.61,116.18,6.52,15.27,1.092378644,0.147,0.1549,0.1692,0.1482,0.021483369,0.01225,0.009750813,-0.0145,-0.0199,0.002761243,-0.000542183,-0.050466,-0.0535
664.00,198110.00,7.36,902.31,10.00,1981.00,5.87,6.88,5.65,8.82,10.61,8.81,5.85,9.42,4.73,6.99,121.89,6.5567,15.3,1.089085684,0.1354,0.154,0.1711,0.1384,0.014897108,0.011283333,0.002145923,0.0829,0.0521,0.00207827,-0.000818499,0.052115,0.048694
665.00,198111.00,2.46,904.77,11.00,1981.00,2.36,1.97,1.88,-1.47,1.86,7.08,-0.08,1.41,7.15,2.4,126.35,6.5933,15.33,1.044455443,0.1086,0.1422,0.1639,0.122,0.015672825,0.00905,0.003211991,0.141,0.1267,0.001504011,-0.001017162,0.043827,0.035918
666.00,198112.00,-2.04,902.73,12.00,1981.00,-0.57,-2.1,-1.23,-6.15,-1.84,-1.15,-0.97,-1.68,-2.5,-2.22,122.55,6.63,15.36,1.061142857,0.1085,0.1423,0.1655,0.1334,0.011909673,0.009041667,0.003201708,-0.0713,-0.058,0.000905838,-0.001279466,-0.027059,-0.029745
667.00,198201.00,-1.63,901.10,1.00,1982.00,-0.05,0.27,-1.58,-7.44,-0.78,-3.53,-0.87,-0.77,0.6,-2.13,120.4,6.66,15.1767,1.065893698,0.1228,0.1518,0.171,0.1415,0.010700506,0.010233333,0.003191489,0.0046,-0.0129,0.002521891,-0.001882769,-0.015367,-0.016874
