"NoDur","Durbl","Manuf","Enrgy","HiTec","Telcm","Shops","Hlth","Utils","Other","Index","D12","E12","b.m","tbl","AAA","BAA","lty","ntis","Rfree","infl","ltr","corpr","svar","csp","CRSP_SPvw","CRSP_SPvwx","Ypos"
6.57,6.79,7.95,10.12,7.3,3.75,6.72,5.92,3.51,7.46,26.08,1.4567,2.5233,0.729847122,0.0118,0.0306,0.0371,0.0291,0.0233833396,0.0009833333,0,0.0089,0.0124,0.0004982249,0.0025728274,0.053486,0.052586,0.55
1.11,1.33,4.39,2.84,4.01,1.65,1.31,0.15,2.78,2.86,26.94,1.47,2.55,0.8049158183,0.0103,0.0286,0.0351,0.0278,0.022093476,0.0008583333,0,0.0058,0.0039,0.0003565486,0.002326738,0.03053,0.028423,6.57
-0.97,-0.8,2.95,3.33,3.54,2.03,0.03,2.18,1.16,2.24,28.26,1.4633,2.5733,0.765039301,0.0097,0.0285,0.0347,0.0273,0.0208562332,0.0008083333,-0.0037174721,0.0104,-0.0034,0.0007307019,0.0025692037,0.048358,0.04714,0.7
4.74,4.57,4.73,3.99,2.52,3.61,2.48,2.33,2.63,5.43,29.19,1.4567,2.5967,0.7459769764,0.0076,0.0288,0.0347,0.0279,0.0184925878,0.0006333333,0.0037313433,-0.0087,-0.0042,0.0004298532,0.0023611898,0.042777,0.033606,1.11
7.69,5.72,7.69,2.81,7.72,9.03,8.77,7.08,5.85,7.67,30.88,1.4567,2.6233,0.7021729133,0.0072,0.0289,0.035,0.0266,0.0177074723,6e-04,0,0.0134,0.004,0.0006133067,0.002042287,0.058701,0.05778,4.74
-1.35,-1.34,-1.36,0.57,-3.21,0.67,0.33,-1.74,-1.35,0.22,29.83,1.4633,2.6267,0.7275163788,0.0092,0.0287,0.0349,0.0269,0.0175275314,0.0007666667,0,-0.0036,0.0018,0.0011449666,0.0019820372,-0.025894,-0.034753,1.3
3.1,5.02,4.84,6.89,6.1,4.61,4.27,5.43,1.9,4.28,32.31,1.47,2.63,0.6777451035,0.0101,0.0289,0.0347,0.0271,0.0168841886,0.0008416667,-0.0037174721,-0.001,0.004,0.0006917895,0.0022077679,0.0825,0.080888,7.69
6.42,6.41,11.08,9.44,12.28,9.19,6.64,12.04,5.01,10.55,34.24,1.5167,2.7233,0.6316415441,0.0093,0.0289,0.0345,0.0274,0.014153219,0.000775,0,-0.0025,0.0025,0.0012668257,0.0033198161,0.095774,0.082712,3.1
1.75,2.12,1.18,-0.08,1.87,3.36,1.4,-2.24,1.51,1.94,36.63,1.5467,2.8333,0.5975588876,0.0122,0.0293,0.0345,0.0286,0.0264122091,0.0010166667,0,-0.0241,-0.0097,0.0025173979,0.0027903739,0.018076,0.017591,6.42
2.42,5.35,5.32,3.57,6.58,2.54,2.48,3.8,3.84,4.41,36.76,1.5533,2.8967,0.5931483235,0.0117,0.0293,0.0347,0.0292,0.0280446533,0.000975,0,-0.0078,-0.0063,0.0006040311,0.0024695423,0.013526,0.005446,6.98
-0.29,-0.07,0.13,0.84,0.22,2.75,-1.57,4.59,-0.89,0.92,36.58,1.56,2.96,0.6077617769,0.0128,0.0302,0.0348,0.0288,0.0279683419,0.0010666667,0,0.0087,0.0092,0.0024825482,0.0028220555,-0.002242,-0.003851,1.75
2.2,3.98,1.74,0.57,2.55,5.49,2.45,4.12,2.58,3.23,37.96,1.5633,3.0467,0.5849876659,0.0159,0.0301,0.0349,0.029,0.0265096789,0.001325,0,1e-04,-1e-04,0.0006280503,0.0012310804,0.039843,0.038885,2.42
1.91,2.12,5.28,7.09,3.35,-2.27,3.83,1.47,1.66,2.19,41.03,1.57,3.22,0.5516416323,0.0141,0.0305,0.0351,0.0293,0.0253639323,0.001175,0,-0.0076,0.0029,0.0006457441,0.0004541982,0.0813,0.07993,2.2
-1.19,-0.24,1.91,1.5,-0.23,-3.97,-0.03,-0.25,0.06,0.47,43.18,1.6033,3.3667,0.5318467256,0.019,0.0311,0.0356,0.0301,0.0266710626,0.0015833333,0,4e-04,-0.0038,0.0011204036,0.0005737484,-0.000648,-0.008313,1.91
-0.94,1.91,-0.27,-1.42,-2.92,-2.61,0.25,-1.15,-2.19,-1.59,43.67,1.62,3.44,0.5336247911,0.0207,0.0313,0.0359,0.0298,0.0256339808,0.001725,0.0037313433,0.0073,0.0076,0.0057110808,0.0002063879,0.011286,0.010117,1.92
0.13,-3.76,-3.37,1.95,-3.32,0.88,-1.71,-4.49,-0.3,-2.84,43.82,1.67,3.6433,0.5289544122,0.0241,0.0311,0.036,0.0292,0.0264244771,0.0020083333,0,0.0083,0.0104,0.0011799841,-0.0003975329,-0.035057,-0.036279,2.06
1.28,4.62,4.46,5.47,4.7,-0.61,0.91,4.05,1.88,3.68,45.34,1.7,3.6667,0.514835108,0.0232,0.0308,0.0358,0.0293,0.0241653443,0.0019333333,0,-2e-04,0.0026,0.0011001472,0.0003637531,0.041397,0.034458,1.56
2.13,3.54,7.21,8.76,7.2,5.67,2.26,7.09,3.36,4.52,48.48,1.73,3.69,0.5310771996,0.0225,0.031,0.036,0.0303,0.0266950684,0.001875,0,-0.0149,-0.0146,0.0010088558,0.0007414979,0.070328,0.069226,0.13
-0.1,-1.55,1.15,1.23,0.73,-1.03,-0.42,1.28,-1.45,1.23,48.38,1.7533,3.66,0.5266217159,0.026,0.0324,0.0368,0.0311,0.0262137487,0.0021666667,0.0037313433,-0.0113,-0.0115,0.0008148994,0.0004518148,-0.000637,-0.001425,1.28
-3.43,-5.66,-4.88,-2.95,-5.92,-3.82,-2.53,-3.51,-0.55,-4.66,45.2,1.7767,3.63,0.5685597741,0.0261,0.0328,0.0373,0.0299,0.0293029826,0.002175,0.0037174721,0.0225,0.0052,0.0018364287,0.0005048084,-0.058414,-0.065976,2.13
-0.51,-0.13,-1.75,-3.78,-1.95,-1.43,-1.49,-3.27,-1.69,-3.01,47.51,1.8267,3.5067,0.5413911242,0.026,0.0343,0.0393,0.0325,0.0238114833,0.0021666667,-0.003649635,-0.0187,-0.0208,0.0012354053,0.0010104698,-0.032788,-0.039976,0.43
-2.66,-2.96,-4.12,-5.06,-3.75,-5.05,-2.96,-3.02,-3.58,-3.23,45.35,1.84,3.46,0.5719095213,0.0284,0.0356,0.0407,0.0324,0.0293619492,0.0023666667,0.0036630037,0.005,0.0012,0.0007877794,0.0013593543,-0.044022,-0.045127,1.41
0.52,-0.55,4.28,0.08,4.5,1.55,-0.58,6.22,1.63,2.43,46.67,1.74,3.41,0.5441768274,0.0321,0.0375,0.0437,0.0345,0.0261493673,0.002675,0.0036363636,-0.0179,-0.0082,0.0010202756,0.0009698413,0.036284,0.034442,1.38
3.01,1.38,-1.84,-3.05,-0.05,3.23,1.85,-1.17,2.78,0.85,44.72,1.7367,3.4067,0.5672426747,0.0311,0.0377,0.0449,0.0328,0.0279919939,0.0025916667,0,0.0346,0.0197,0.0009019425,0.0007385817,-0.040238,-0.041569,0.69
-1.6,-2.59,-2.88,-3.44,-2.72,-1.67,-1.12,0.14,0.09,-3.31,43.26,1.7333,3.4033,0.5849941888,0.031,0.0367,0.0447,0.0328,0.0301728465,0.0025833333,0.0036231884,0.0025,0.0093,0.0010560402,0.0008273143,-0.024919,-0.032823,0.52
0.97,2.91,2.05,1.81,4.35,1.9,2.32,6.87,2.21,2.5,44.11,1.73,3.4,0.5998188749,0.0308,0.0366,0.0443,0.0331,0.0265995947,0.0025666667,0.0036101083,-0.0024,0.005,0.0003302976,0.0010540988,0.023827,0.020752,3.01
0.74,1.59,1.82,7.22,4.5,0.65,2.18,4.5,1.91,1.78,47.43,1.73,3.4133,0.5640385796,0.0306,0.0374,0.0452,0.0348,0.0288486546,0.00255,0.0035842294,-0.0023,-0.0075,0.0004817712,0.0024221896,0.038734,0.033208,0.97
-0.31,-0.44,-0.4,-4.09,1.71,-2.49,0.66,4.11,-4.76,-0.44,47.37,1.73,3.42,0.5658765324,0.0329,0.0391,0.0463,0.0361,0.0305276914,0.0027416667,0.0035714286,-0.018,-0.0322,0.0005786214,0.0021760295,-0.000705,-0.003632,2.07
0.18,0.64,0.37,-0.27,0.32,-1.16,1.3,2.11,0.55,1.17,47.91,1.74,3.4367,0.5600566349,0.0316,0.0399,0.0473,0.0365,0.0323460398,0.0026333333,0.0071174377,-0.0041,-0.011,0.0005538677,0.0016312095,0.009747,0.008217,0.74
-3.04,-5.33,-7.17,-7.14,-6.27,-3.51,-2.15,-1.54,-2.15,-6.6,42.42,1.76,3.47,0.624150778,0.0353,0.0412,0.0493,0.0364,0.0343625225,0.0029416667,0,0.0076,0.0095,0.0015171099,0.0011169848,-0.057879,-0.060609,0.18
11.54,11.93,11.56,6.96,10.11,15.43,8.45,2.36,6.73,13.15,41.7,1.7833,3.2933,0.6328607617,0.0244,0.036,0.0483,0.033,0.0298961799,0.0020333333,0.0070422535,-0.0084,0.0099,0.0007844653,0.0002902673,0.045518,0.04433,2.27
3.97,2.51,3.35,8.1,5.08,3.97,3.6,10.34,2.07,2.08,42.1,1.77,3.14,0.6685916376,0.013,0.0363,0.0468,0.0321,0.0289353475,0.0010833333,0.006993007,0.0102,-0.0046,0.0005192057,0.0001873211,0.033052,0.029736,11.54
4.73,2.76,1.37,2.86,1.11,8.16,3.31,8.46,5.09,4.01,43.44,1.7567,3.07,0.6552450314,0.0113,0.036,0.0467,0.0311,0.0270182768,0.0009416667,0.0034722222,0.0186,0.0163,0.0007467616,0.0005917814,0.033511,0.032038,0.71
3.51,4.47,4.52,4.49,5.85,3.63,3.36,2.43,1.9,3.61,44.09,1.7433,3,0.6455586773,0.0091,0.0357,0.0462,0.0313,0.0228695103,0.0007583333,0,1e-04,0.0031,0.0004331172,0.000339673,0.021313,0.015503,3.97
2.4,4.25,2.43,5.59,3.82,5.7,3.31,2.72,2.5,4.61,45.24,1.73,2.93,0.6246601698,0.0083,0.0357,0.0455,0.0324,0.0214366176,0.0006916667,0,-0.016,-0.0038,0.0004382024,0.0007577182,0.027998,0.024897,4.73
3.28,7.03,8.29,4.65,4.21,2.27,3.14,4.17,1.08,5.55,47.19,1.73,2.9133,0.5938487843,0.0091,0.0367,0.0453,0.0343,0.0169337992,0.0007583333,0.0034602076,-0.0278,-0.0153,0.0006956246,0.0009481393,0.04396,0.042418,3.51
4.66,6.51,2.68,1.58,4.68,5.95,4.83,3.29,-0.91,2.31,47.75,1.73,2.8967,0.5872638264,0.0169,0.0385,0.0467,0.0371,0.015090629,0.0014083333,-0.0034482759,-0.0435,-0.032,0.0005889619,0.0012465824,0.017999,0.01327,2.4
5.29,7.8,5.23,2.55,5.28,4.47,5.64,11.1,2.58,6.03,50.06,1.73,2.88,0.5613711966,0.0244,0.0409,0.0487,0.038,0.0139834782,0.0020333333,0,-0.0117,-0.0096,0.0005101803,0.0013977792,0.050837,0.047954,3.28
2.42,4.93,3.01,0.43,7.04,0.45,2.33,1.31,4.17,3.85,51.33,1.7367,2.8833,0.5498692979,0.0263,0.0411,0.0492,0.0374,0.0122789133,0.0021916667,0,0.0138,0.0107,0.000793475,0.0011634523,0.02737,0.025878,4.66
3.29,5.89,3.16,2.15,10.4,9.85,5.93,8.59,3.19,4.44,52.48,1.7433,2.8867,0.5358231981,0.0267,0.0409,0.0487,0.0368,0.0115349437,0.002225,0.0034602076,0.012,0.0105,0.0015302103,0.0015285202,0.028617,0.023385,5.29
3.92,4.18,4.24,2.13,5.35,3.12,2.58,4.95,5.24,2.81,55.21,1.75,2.89,0.5117793198,0.0277,0.0408,0.0485,0.0382,0.0236868316,0.0023083333,-0.0034482759,-0.0181,-0.0058,0.0007127719,0.0015858124,0.054112,0.051432,2.42
4.99,5.61,4.55,3.93,2.3,5.16,5.51,-0.09,2.58,4.05,55.42,1.7567,2.9633,0.5028958179,0.0282,0.0412,0.0487,0.0408,0.0277362661,0.00235,0.0034602076,-0.008,-0.0028,0.000584868,0.0017223872,0.006331,0.005395,3.29
3.08,4.39,3.11,-4.42,8.66,10.07,4.24,4.86,0.98,1.47,55.41,1.7633,3.0367,0.4949461475,0.027,0.0414,0.0489,0.0402,0.0278988473,0.00225,-0.0034482759,0.0117,0.0126,0.0008447335,0.001945027,0.006711,0.00221,3.92
1.37,3.42,0.55,2.9,3.17,2.46,0.3,4.51,1.31,0.08,55.44,1.77,3.11,0.5168602815,0.028,0.0413,0.0485,0.0403,0.0249843896,0.0023333333,0,0.0017,-0.0083,0.0004915081,0.0017683065,0.003352,0.000826,4.99
1.47,6.44,2.9,0.97,9.98,5.33,1.21,11.06,-0.6,1.24,57.59,1.7767,3.2067,0.4985971944,0.0295,0.0423,0.0486,0.0414,0.0243605696,0.0024583333,0.0034602076,-0.0117,-0.0172,0.0004925502,0.0013570631,0.040054,0.039093,3.08
-0.07,3,1.96,-1.06,0.99,-3.29,0.46,-2.46,-1.29,0.92,58.68,1.7833,3.3033,0.4830767797,0.0284,0.0437,0.0496,0.0417,0.0258872339,0.0023666667,0,-5e-04,-0.0114,0.0004278009,0.0019126436,0.023631,0.019043,1.37
1.04,-0.29,1.45,-2.12,1.07,1.43,0.72,6.27,-2.29,-0.26,58.47,1.79,3.4,0.4832193909,0.0321,0.0446,0.0504,0.0419,0.0268820744,0.002675,0.0034482759,0.001,0.0044,0.0009150702,0.0019170919,-0.000725,-0.003196,1.47
-0.56,-0.18,-2.34,-3.38,-4.69,0.96,0.44,0.02,1.79,-2.05,59.6,1.8033,3.42,0.4680844659,0.0338,0.0443,0.0509,0.0423,0.0281461307,0.0028166667,0,-0.0041,-0.0068,0.0010696993,0.0014395527,-0.011076,-0.015179,1.04
-2.06,-4.6,-5.07,-8.05,-5.9,-5.77,-3.7,-6.1,-4.32,-4.07,56.88,1.81,3.43,0.4923378926,0.0404,0.0452,0.0518,0.0429,0.0305283913,0.0033666667,0.0034246575,-0.0057,-0.0088,0.0017098448,0.0013970167,-0.043182,-0.045586,4.41
2.02,4.19,2.11,2.02,3.73,5.68,2.72,-0.91,1.4,1.98,59.89,1.83,3.39,0.4577837965,0.0449,0.0458,0.0528,0.0447,0.0228563041,0.0037416667,0,-0.0159,-0.0096,0.0003075435,0.0009753718,0.029627,0.026911,1.32
1.48,-0.4,0.28,-3.05,5.89,2.64,1.12,1.2,2.03,-0.01,56.12,1.9033,3.39,0.4935567828,0.0396,0.0456,0.0534,0.0429,0.024037494,0.0033,0.0034129693,0.0204,0.0128,0.0011502458,0.0006608482,0.013922,0.009129,2.02
-0.68,-3.75,-3.54,-3.93,-2.4,-1.82,0.4,1.17,1.61,-2.42,54.37,1.9433,3.3467,0.5634036895,0.0323,0.0445,0.052,0.0426,0.0255771333,0.0026916667,0.0034013605,-0.017,-0.0022,0.0006451661,0.0001214867,-0.016113,-0.017097,1.48
-0.7,-2.37,-2.58,0.81,-6.28,-1.83,-1.6,-4.15,0.46,-1.68,55.51,1.95,3.2633,0.5496732768,0.023,0.0441,0.0522,0.0382,0.0257784868,0.0019166667,0,0.0368,0.0257,0.00097782,-0.0004485976,-0.022948,-0.023813,2.12
4.17,4.1,2.85,5.29,3.2,23.67,3.15,1.92,4.78,4.11,56.96,1.95,3.2667,0.5415421972,0.023,0.0428,0.0508,0.039,0.0251955351,0.0019166667,0,-0.0067,0.0117,0.0006369674,-0.0007714297,0.031467,0.026197,4.52
-0.51,-4.38,-3.22,3.31,-6.63,-5.06,-1.27,-4.32,-0.97,-2.12,53.39,1.95,3.27,0.5841202013,0.023,0.043,0.0511,0.0391,0.0278237978,0.0019166667,0.0067567568,-0.0028,8e-04,0.0010487146,-0.0008968794,-0.001079,-0.002407,4.17
7.88,9.37,8.85,10.88,5.06,2.54,7.21,8.13,5.71,9.51,61.78,1.9467,3.21,0.5229867325,0.0224,0.0432,0.051,0.0404,0.0218153361,0.0018666667,0,-0.0107,0.0148,0.0007411237,-0.0013306273,0.06432,0.063181,5.83
6.4,5.96,6.65,3.06,7.7,7.31,7.18,6.55,4.24,5.56,63.44,1.9433,3.15,0.5120227163,0.0242,0.0427,0.0507,0.0392,0.0194199043,0.0020166667,0,0.02,0.021,0.0005474594,-0.0012541776,0.032838,0.028612,3.61
4.98,6.13,4.66,2.56,6.77,2.95,8.77,6.5,2.19,4.61,65.06,1.94,3.09,0.5466798694,0.0239,0.0422,0.0502,0.0397,0.0227375905,0.0019916667,0,-0.0037,-0.0029,0.0004149412,-0.0012149657,0.029345,0.027051,7.88
-0.41,0.27,-0.09,2.42,1.97,4.33,2.58,-2.72,2.35,1.34,65.31,1.94,3.07,0.5450044938,0.0229,0.0425,0.0501,0.0391,0.02325925,0.0019083333,0,0.0115,-0.0116,0.0010092086,-0.0015040745,0.004537,0.003843,6.4
4.9,6.75,5.22,3.52,3.66,0.17,1.2,1.57,2.45,4.99,66.56,1.94,3.05,0.5309162935,0.0229,0.0427,0.0501,0.0397,0.0224656554,0.0019083333,0,-0.0046,0.0049,0.0004043434,-0.0014627354,0.023553,0.018924,4.98
0.82,2.54,1.62,-0.67,0.35,4.84,0.37,1.8,2.19,0.33,66.76,1.9467,3.0367,0.5244056311,0.0224,0.0441,0.0509,0.0404,0.0251796276,0.0018666667,0.0067114094,0.0035,0.004,0.0006283737,-0.0015422544,0.033795,0.033119,4.9
-1.57,-1.92,-4.2,-4.53,-6.19,-4.09,-1.34,-2.54,1.51,-3.24,66.73,1.96,3.05,0.5275167211,0.0228,0.0445,0.0512,0.0403,0.0249633869,0.0019,0.0033444816,0.0129,0.0144,0.0008224996,-0.0022923683,-0.018674,-0.019877,0.82
3.3,0.41,0.13,6.93,-0.76,3.93,4.86,3.77,5.24,2.18,68.62,1.98,3.0967,0.5254858507,0.023,0.0442,0.0513,0.04,0.0258359089,0.0019166667,0,0.0071,0.0127,0.0002675088,-0.0020361304,0.028175,0.026791,3.17
-1.21,1.18,0.89,2.05,-0.46,2.57,-0.87,-2.61,-3.28,-1.57,71.55,2.02,3.19,0.5059222584,0.026,0.0442,0.051,0.0415,0.0223242879,0.0021666667,0,-0.0125,-0.0026,0.0003369015,-0.0022107435,0.004696,0.003465,3.3
-2.26,3.19,0.04,0.38,-2.8,-1.13,-2.89,-3.49,-2.59,1,68.84,2.0267,3.25,0.5284285714,0.0272,0.0442,0.0508,0.0419,0.0247213553,0.0022666667,0,-0.0014,0.008,0.0008115307,-0.0022987448,-0.037356,-0.038692,6.34
-7.21,-7.12,-7.48,-4.26,-9.63,-6.74,-6.84,-9.69,-2.1,-6.73,65.24,2.0467,3.4033,0.5798626246,0.0273,0.0433,0.0502,0.0394,0.0251520924,0.002275,0.0033222591,0.0082,0.0142,0.0010196908,-0.0023948455,-0.061743,-0.062443,1.29
-6.2,-6.81,-6.18,-4.27,-9.71,-8.27,-6.53,-5.56,-2.17,-6.49,56.27,2.08,3.53,0.6663442606,0.0278,0.0432,0.0503,0.0398,0.0306014188,0.0023166667,0.00330033,0.0061,0.0089,0.0011769969,-0.0029218017,-0.048816,-0.050259,6.04
-2.74,-2.87,-1.47,-2.29,-4.52,-0.56,-3.82,0.73,-1.55,-2.09,56.52,2.0967,3.5767,0.654153314,0.0274,0.0428,0.0499,0.0395,0.028094309,0.0022833333,0,0.0084,0.0068,0.003452185,-0.0022837634,0.008313,0.006405,2.59
8.1,9.73,8.53,6.21,7.21,11.92,7.49,7,5.57,8.24,66.2,2.1367,3.6833,0.5649849894,0.0291,0.0421,0.0491,0.0398,0.0171361081,0.002425,0,-1e-04,0.0059,0.0006997638,-0.0030502697,0.050367,0.048957,11.37
-1.66,-1.22,-1.1,-1.82,-4.25,-2.09,-2.02,-2.11,-0.62,-0.43,64.29,2.1433,3.6967,0.5819531179,0.0292,0.0419,0.0489,0.04,0.0132366197,0.0024333333,0,8e-04,0.0023,0.0003921237,-0.0030897221,-0.024189,-0.029164,0.53
1.55,3.05,2.51,5.38,-0.89,4.24,0.74,1.27,1.66,2.8,66.57,2.15,3.71,0.5875285706,0.0289,0.0419,0.0488,0.0401,0.0143800066,0.0024083333,0.0032894737,9e-04,0.0026,0.0003599242,-0.0029958802,0.036581,0.035156,8.1
3.07,4.73,3.76,2.29,4.12,0.88,0.19,-0.16,1.56,5.32,70.8,2.1833,3.7967,0.5516121932,0.0293,0.0422,0.0485,0.0406,0.0146483787,0.0024416667,0,0.0023,0.0048,0.0003036633,-0.0027292359,0.019674,0.013844,1.55
-1.35,-0.77,-1.93,-0.18,-1.67,-2.87,-2.35,-1.79,-0.99,-1.59,69.37,2.2,3.84,0.5672815754,0.0299,0.0423,0.0484,0.0407,0.0182630456,0.0024916667,0.0032786885,0.0019,0.0043,0.0002610918,-0.0027715822,-0.018605,-0.019806,3.03
-0.78,-0.08,-1.37,3.39,-2.47,-1.8,0.02,0.6,0.72,-1.08,69.13,2.2033,3.88,0.5766216585,0.0318,0.0426,0.0484,0.0407,0.0093185742,0.00265,0.0032679739,0.0031,0.0028,0.0005297912,-0.0020389843,-0.001821,-0.003131,3.07
2.39,2.54,0.88,-0.86,4.43,4.89,0.73,3.8,-0.78,0.94,74.01,2.2333,3.98,0.5309640772,0.0345,0.0432,0.0483,0.0415,0.0102799661,0.002875,0.003257329,-0.0026,0.0049,0.0005035426,-0.0017563594,0.034825,0.03329,3.56
-0.31,-2.19,-0.44,1.57,-3.52,-1.33,-2.07,-0.45,1.78,0.67,75.02,2.28,4.02,0.5255914542,0.0352,0.0435,0.0485,0.0417,0.0089546781,0.0029333333,0.0032467532,-6e-04,-0.0034,0.0002735795,-0.0014968686,0.026065,0.024651,2.39
1.21,1.17,4.83,0.59,2.04,3.78,2.44,-1.4,-0.39,3.45,78.98,2.33,4.18,0.5236754417,0.0354,0.0438,0.0483,0.0424,0.0177831955,0.00295,0,0.0037,-0.0062,0.0001147168,-0.0018579462,0.017232,0.015814,3.27
0.76,1.88,-0.89,4.37,-1.96,0.35,1.1,-1.47,0.75,-0.21,79.46,2.3467,4.23,0.5253031069,0.0347,0.044,0.0485,0.0423,0.0207679582,0.0028916667,0,0.0047,0.004,0.0002547512,-0.0019835029,0.006192,0.005297,1.9
0.51,-0.95,1.02,2.6,-1.81,4.52,0.38,0,1.56,0.98,80.37,2.3633,4.28,0.5190357804,0.0348,0.0441,0.0485,0.0422,0.0211792722,0.0029,0,0.005,0.0057,0.0002257723,-0.0019289225,0.016815,0.01146,1.21
2.07,0.38,1.02,1.46,0.49,1.01,2.7,-0.27,1.4,-0.42,81.69,2.38,4.33,0.5122068551,0.0348,0.0441,0.0485,0.0419,0.0205029394,0.0029,0.003236246,0.0069,0.0048,0.0003978624,-0.0019886295,0.018084,0.016779,0.76
2.56,3.35,3.18,4.16,1.62,1.17,3.03,4.83,4.36,2.41,83.18,2.4,4.3767,0.5063607181,0.0346,0.044,0.0483,0.0421,0.0213126047,0.0028833333,0.0032258065,8e-04,0.0052,0.0001988994,-0.0022379109,0.01891,0.017953,0.51
-0.2,-1.47,-0.43,0.63,-1.83,-0.89,0.07,-2.43,0.49,-1.34,81.83,2.42,4.4233,0.5079429444,0.035,0.0441,0.0482,0.0423,0.0206965832,0.0029166667,-0.0032154341,0.002,0.0037,0.0004259255,-0.0018720556,-0.011621,-0.016285,2.07
2.93,4.14,3.69,1.66,4.61,3.06,4.17,5.24,1.81,5.44,84.18,2.44,4.47,0.4865371214,0.0353,0.0442,0.0482,0.0421,0.0204030634,0.0029416667,0.0032258065,0.005,0.0021,0.0001704944,-0.0019531682,0.030399,0.029022,2.56
0.13,-0.56,-0.46,-0.37,-1.9,1.01,2.23,2.05,1.8,-0.74,84.42,2.48,4.5233,0.4865037753,0.0364,0.0443,0.0481,0.0422,0.0191663907,0.0030333333,0.0032154341,0.0017,-4e-04,0.0002128818,-0.0024802459,0.001598,-0.004588,2.93
-0.99,-1.91,-1.79,-1.29,-0.72,0.16,-2.13,3.48,0.43,-1.64,84.75,2.5,4.55,0.4872273003,0.0384,0.0444,0.0481,0.0423,0.0230944256,0.0032,0,0.003,0.0088,0.0003512157,-0.0023805734,0.005228,0.003803,1.68
7.82,7.24,7.48,6.99,10.62,3.81,8.66,7.71,3.81,6.08,87.56,2.5167,4.5933,0.4717231907,0.0381,0.0443,0.048,0.0422,0.0179028876,0.003175,0,0.004,0.0081,0.0001658218,-0.0022007442,0.034791,0.033837,0.13
0.67,3.77,1.63,1.51,1.94,0.9,2,0.68,-0.71,1.03,86.16,2.55,4.68,0.469489905,0.0393,0.0442,0.0478,0.0422,0.0191333633,0.003275,0.0032051282,0.0054,0.0012,0.0001446207,-0.0021373681,-0.012213,-0.013685,7.82
3.49,5.92,4.73,6,6.07,2.88,4.19,2.98,0.44,2.77,89.11,2.57,4.7333,0.4525593347,0.0393,0.0443,0.048,0.0422,0.0147216866,0.003275,0.0031948882,0.0036,0.0021,0.0001627538,-0.0021429735,0.035612,0.034769,4.22
0.02,1.99,-0.74,-2.29,-0.04,1.66,0.26,-1.48,-1.24,-1.64,88.42,2.59,4.7867,0.4546642848,0.0389,0.0444,0.0481,0.0423,0.0162441642,0.0032416667,0,0.0018,-8e-04,0.0003337706,-0.0025656153,-0.003122,-0.008354,0.67
-7.5,-8.68,-8.7,-7.63,-10.71,-8.5,-9.4,-6.35,-4.05,-8.03,84.12,2.61,4.84,0.4808589565,0.038,0.0446,0.0485,0.0423,0.0175502789,0.0031666667,0.0063694268,0.0047,3e-04,0.0018293788,-0.0023808197,-0.04688,-0.048367,3.49
2.18,2.72,3.46,2.26,5.21,2.76,1.46,4.36,1.24,3.06,85.25,2.6267,4.8867,0.4733821762,0.0384,0.0448,0.0488,0.0424,0.0156266107,0.0032,0,0.0022,0.0019,0.0005218565,-0.0019181837,0.014486,0.013678,0.02
0.05,6.77,3.4,1.91,5.8,3.62,2.35,3.21,0.79,1.87,89.96,2.66,4.98,0.4485374713,0.0392,0.0452,0.0491,0.0433,0.0168945537,0.0032666667,0,-0.0034,-0.0015,0.0002990844,-0.0013951451,0.033366,0.032034,2.18
4.06,10.31,6.6,6.98,9.49,2.11,4.22,4.25,1.08,5.83,92.42,2.68,5.05,0.4344205991,0.0403,0.0456,0.0493,0.0433,0.0174633812,0.0033583333,0.003164557,0.0027,0.0046,0.0001883826,-0.0009985541,0.028812,0.027737,3.62
1.92,7.26,5.07,3.57,14.42,5.08,2.8,4.46,-0.73,5.11,91.61,2.7,5.12,0.4408953111,0.0409,0.046,0.0495,0.0441,0.0207625782,0.0034083333,0,-0.0062,-0.0057,0.0001414267,-0.0010197298,-0.003821,-0.010306,0.05
3.88,2.56,4.9,4.06,2.65,7.75,3.81,4.91,-0.23,6.42,92.43,2.72,5.19,0.4306378062,0.0438,0.0468,0.0502,0.045,0.0208371829,0.00365,0.0031545741,-0.0078,-0.0149,0.0003013648,-0.0008128875,0.010349,0.009059,4.06
6.28,9.85,7.03,8.83,7.04,-0.04,4.85,4.41,-2.17,7.58,92.88,2.74,5.24,0.4243983284,0.0459,0.0474,0.0506,0.0457,0.0202782971,0.003825,0,-0.0104,0.0022,0.0001518021,-0.000539762,0.005705,0.004874,1.92
2.02,6.8,3.26,3.39,7.38,0.03,2.11,-0.27,-3.53,3.37,91.22,2.76,5.29,0.4384960447,0.0465,0.0478,0.0512,0.0477,0.0200256306,0.003875,0.0062893082,-0.025,-0.0113,0.0003370647,-0.0007936956,-0.01275,-0.017548,3.88
-2.33,0.3,-1.04,0.2,-1.5,-3.34,-1.34,-1.56,-0.68,0.5,89.23,2.78,5.34,0.4901759356,0.0459,0.0492,0.0532,0.046,0.0167876407,0.003825,0.003125,0.0296,-0.0059,0.0009310341,-0.0004888765,-0.023041,-0.024608,6.28
1.61,5.84,5.49,4.3,11.6,3.05,4.13,4.7,0.21,4.3,91.06,2.7967,5.38,0.4854982435,0.0462,0.0496,0.0541,0.0467,0.0156356731,0.00385,0.0062305296,-0.0063,0.0013,0.0003512625,-0.0007768574,0.022158,0.02125,2.02
