"NoDur","Durbl","Manuf","Enrgy","HiTec","Telcm","Shops","Hlth","Utils","Other","Index","D12","E12","b.m","tbl","AAA","BAA","lty","ntis","Rfree","infl","ltr","corpr","svar","csp","CRSP_SPvw","CRSP_SPvwx","Ypos"
0.07,4.23,3.2,-2.85,1.28,-0.47,0.44,-0.81,0.74,1.47,466.45,12.577,21.89,0.3052672229,0.0306,0.0693,0.0769,0.0654,0.0457468047,0.00255,0,0.002,0.0067,0.0002696863,-0.001012497,0.012646,0.010617,4.63
-0.27,-1.37,1.12,1,0.57,-2.5,-0.04,-2.93,-3.27,-1.51,467.14,12.6637,22.4367,0.2990588209,0.0325,0.0708,0.0776,0.0682,0.0450599942,0.0027083333,0.0034199726,-0.045,-0.0286,0.0010260883,-0.0011355039,-0.027161,-0.030121,0.07
-3.15,-5.12,-4.14,-4.08,-4.71,-6.07,-3.94,-7.01,-3.31,-3.57,445.77,12.707,22.71,0.3074838051,0.035,0.0748,0.0813,0.0725,0.0419154208,0.0029166667,0.0034083163,-0.0395,-0.0383,0.0008921309,-0.001099839,-0.043456,-0.045728,1.48
0.28,-0.45,0.47,3.36,3.06,2.74,0.29,1.12,-2.14,-0.13,462.71,12.923,27.33,0.2909046586,0.0462,0.0834,0.0898,0.08,0.0290133768,0.00385,0.0026845638,-0.0331,-0.0265,0.0008018755,-0.0008392978,-0.02394,-0.026238,1
-0.43,-0.18,0.21,1.5,4.97,-2.11,0.08,-1.56,0.03,-1.76,472.35,13.0053,28.42,0.2860712737,0.0495,0.0857,0.092,0.0809,0.0260096682,0.004125,0.000669344,-0.0025,-0.005,0.0011584215,-0.0007717289,0.022619,0.021043,5.02
-4.1,-4.61,-4.88,-8.35,-2.4,-5.91,-4.61,-2.53,-1.61,-5.28,453.69,13.0877,29.51,0.2989926143,0.0529,0.0868,0.0932,0.0808,0.0229246163,0.0044083333,0.0013377926,0.0066,0.0018,0.0008363828,-0.0005588157,-0.036248,-0.039423,0.28
0.07,-1.26,1.46,4.22,4,2.46,0.9,3.13,-0.93,1.52,500.71,13.17,32.55,0.3138765419,0.0573,0.0812,0.087,0.0755,0.0143978171,0.004775,0.0033134526,0.0091,0.0095,0.0004843187,-0.0005667705,0.029334,0.027179,1.58
1.34,0.68,2.77,1.85,4.46,1.23,1.08,2.17,1.47,2.26,514.71,13.2337,33.1767,0.3019947008,0.0565,0.0803,0.086,0.0745,0.0130130966,0.0047083333,0.0033025099,0.0169,0.0175,0.0002569276,-0.0006268823,0.029395,0.027914,3.11
-0.42,0.15,2.16,2.61,2.9,-0.55,-0.28,3.91,3.58,2.11,533.4,13.2973,33.8033,0.2922642542,0.0567,0.0765,0.082,0.0677,0.0107377325,0.004725,0.0019749835,0.079,0.0631,0.0010114473,-0.0003976842,0.039809,0.036454,0.07
2.39,1.47,4.25,-0.72,11.35,6.15,4.64,9.82,0.55,4.33,544.75,13.361,34.43,0.2864296179,0.0547,0.073,0.079,0.067,0.0082679174,0.0045583333,0.0019710907,0.0139,0.0079,0.0006967987,-0.0002677257,0.024155,0.022198,1.34
2.87,-0.95,1.01,3.17,4.23,5.31,1.72,8.11,2.14,4.47,561.88,13.5037,34.93,0.2830461347,0.054,0.0757,0.0819,0.0674,0.0091202057,0.0045,0.0026229508,0.0236,0.0214,0.0002067405,-0.0001379734,0.003495,0.000642,2.39
2.61,3.79,1.08,0.33,4.54,1.48,0.85,5.78,4.54,2.68,584.41,13.575,35.18,0.2724949976,0.0528,0.0732,0.0793,0.0663,0.0063774144,0.0044,0.0019620667,0.0175,0.0153,0.0003814595,-0.0001402155,0.042102,0.040182,4.55
-5.2,-5.53,-5.87,-5.05,-5.61,-5.73,-7.07,-6.43,1.14,-1.9,581.5,13.646,34.7733,0.2744202453,0.0528,0.0712,0.0775,0.0641,0.0122208099,0.0044,0.0032637076,0.0294,0.0185,0.0004878223,2.07943e-05,-0.003442,-0.004864,2.87
-0.18,0.66,1.07,2.15,2.62,1.08,0.93,1.17,2.52,1.92,605.37,13.717,34.3667,0.2571688515,0.0536,0.0702,0.0768,0.0623,0.0168725256,0.0044666667,-0.0006506181,0.0249,0.0242,0.0005461724,-7.79813e-05,0.044179,0.041338,2.61
2.92,4.36,2.21,6.66,0.5,3.61,6.26,3.32,0.64,2.53,645.5,14.104,34.04,0.2392996154,0.0496,0.0735,0.0803,0.0684,0.0168959567,0.0041333333,0.0051646223,-0.021,-0.013,0.001741708,3.05558e-05,0.009585,0.00786,1.38
3.5,6.29,6.19,11.03,13.07,5.27,6.19,7.46,-0.56,2.73,654.17,14.1603,34.33,0.2400758062,0.0495,0.075,0.0819,0.0706,0.0211307237,0.004125,0.0038535645,-0.0165,-0.016,0.0009818335,6.82249e-05,0.015133,0.013857,3.14
6.71,10,5.57,6.83,11.53,6.16,9,7.43,1.22,4.67,669.12,14.2167,34.62,0.2369235155,0.0502,0.0762,0.083,0.0717,0.0263978812,0.0041833333,0.0019193858,-0.0054,5e-04,0.0011253096,-0.0002545209,0.025257,0.02253,2.92
-2.82,-2.58,-3.3,0.95,-8.35,-2.39,-3.16,-6.47,2.84,-0.78,670.63,14.273,34.91,0.2364437252,0.0509,0.0771,0.084,0.0703,0.0271956085,0.0042416667,0.0006385696,0.0203,0.0172,0.0003947932,-0.0008478904,0.004128,0.002562,3.5
-8.85,-6.25,-7.96,-4.29,-14.02,-11.09,-8.94,-14.55,-3.2,-5.35,639.95,14.4033,35.2733,0.2418198938,0.0515,0.0765,0.0835,0.0707,0.0311141679,0.0042916667,0.0019144863,0.0018,0.001,0.0023551525,-0.0004704749,-0.044441,-0.046048,6.71
-2.16,-0.46,-1.29,8.05,-5.27,-7.81,-4.31,-7.23,2.01,-0.43,705.27,14.7423,36.91,0.2217476558,0.0499,0.0739,0.0807,0.0671,0.0256276826,0.0041583333,0.0031685678,0.0404,0.0361,0.0006066275,-0.0005314503,0.026798,0.025348,4.18
1.67,1.29,3.95,6.52,2.64,-2.21,1.93,0.86,2.74,2.48,757.02,14.8207,37.82,0.2050079191,0.0503,0.071,0.0779,0.0643,0.0220406929,0.0041916667,0.0018951358,0.0351,0.0263,0.0007037217,-0.0006139252,0.076455,0.074218,1.66
6.43,4.06,7.21,7.97,8.95,6.27,3.97,9.44,1.34,5.66,786.16,14.9523,39.2333,0.1962401029,0.0503,0.0742,0.0809,0.0689,0.0243801339,0.0041916667,0.0031525851,-0.0079,-0.0028,0.0013600872,-0.0007941293,0.062779,0.061689,1.67
-4.12,-3.27,-3.52,1.31,-9.29,-8.19,-4.29,-9.84,-2.65,-3.33,757.12,15.059,40.24,0.2147802023,0.0514,0.0755,0.0818,0.0723,0.0211198386,0.0042833333,0.0025062657,-0.0252,-0.0221,0.0020014839,-0.0013083062,-0.041653,-0.04331,6.43
-2.75,-2.31,-0.52,-3.57,-3.57,-2.09,-2.9,-6.71,-0.81,-0.46,801.34,15.093,40.3433,0.2017410478,0.0516,0.0773,0.0834,0.0705,0.0169161089,0.0043,0.00125,0.0255,0.0184,0.0030050574,-0.000871922,0.060274,0.059016,1.03
3.37,2.08,6.76,4.54,7.04,5.45,3.43,1.19,2.67,6.04,954.29,15.2183,40.58,0.171964943,0.0505,0.0714,0.0775,0.0637,0.0116078543,0.0042083333,0.0012476606,0.0626,0.0528,0.0020101663,-0.0006272571,0.080388,0.078977,6.5
1.54,2.85,3.7,7.41,7.31,4.48,2.68,2.81,0.34,1.58,899.47,15.2757,40.61,0.1855054038,0.0514,0.0722,0.0782,0.0672,0.0128921891,0.0042833333,0.0018691589,-0.0317,-0.024,0.0024647279,-0.0004309205,-0.05497,-0.056458,3.25
7.52,6.96,6.78,12.56,9.27,9.64,8.19,11.38,4.55,8.66,947.28,15.333,40.64,0.177967857,0.0495,0.0715,0.077,0.0649,0.0146506387,0.004125,0.0024875622,0.0316,0.0226,0.0026265123,-0.0007428601,0.053886,0.052408,3.37
-3.9,-1.04,-3.33,0.8,-5.59,-0.14,-1.69,-2.22,1.19,-0.01,914.62,15.3877,40.3333,0.1900006773,0.0497,0.07,0.0757,0.0623,0.0162805348,0.0041416667,0.0024813896,0.0341,0.0191,0.0093637077,-0.0005992388,-0.032605,-0.03373,1.54
-1.05,-1.77,-1.89,-9.28,-4.82,-1.25,-1.24,-4.9,5.54,-0.15,955.4,15.4423,40.0267,0.1807462988,0.0514,0.0687,0.0742,0.0614,0.0156862396,0.0042833333,-0.0006188119,0.0148,0.0101,0.0026621198,-0.0007918427,0.046321,0.044625,7.52
2.3,4.19,1.91,1.38,4.59,1.79,3.69,-0.42,-1.64,3.13,1111.75,15.744,39.35,0.1758729222,0.0495,0.0669,0.0733,0.0604,0.0164262189,0.004125,0.0018495684,0.0026,0.0053,0.0016147577,-0.0009559644,0.011275,0.010232,7.74
-2.74,-1.46,-4.46,-7.29,-8.11,-6.02,-2.95,-4.12,-1.26,-3.56,1090.82,15.847,39.16,0.1791022057,0.05,0.0669,0.073,0.0592,0.0190980686,0.0041666667,0.0018461538,0.0182,0.0167,0.0009588242,-0.0008915195,-0.017674,-0.019206,2.79
-3.06,-2.97,-5.02,-6.63,-2.85,1.99,-1.15,-6.36,2.71,-1.57,1133.84,15.95,38.97,0.178060606,0.0498,0.0653,0.0713,0.0576,0.0240305882,0.00415,0.0012285012,0.0228,0.0115,0.0020973304,-0.0011688478,0.04097,0.0398,2.3
5.3,2.24,-0.91,-10.12,5.48,6.51,4.52,2.02,2.56,1.66,1229.23,16.195,37.71,0.1736113154,0.0439,0.0622,0.0723,0.0542,0.0200632552,0.0036583333,-0.0006097561,-0.0032,0.001,0.0032869067,-0.0010338728,0.059673,0.058454,2.14
3.53,4.36,4.83,-0.84,15.36,18.42,6.21,8.89,-5.52,4.58,1279.64,16.2797,37.9333,0.1703206191,0.0434,0.0624,0.0729,0.0536,0.0155939946,0.0036166667,0.0024405125,0.0121,0.0123,0.0033356226,-0.0012959934,0.0428,0.042,6.37
-2.69,-4.18,-5.21,-10.36,-7.1,-6.32,-4.84,-7.25,-3.7,-2.51,1238.33,16.3643,38.1567,0.1712768096,0.0444,0.064,0.0739,0.0587,0.0184543721,0.0037,0.0012172855,-0.052,-0.0401,0.0034821298,-0.0011728518,-0.031935,-0.033156,5.3
-5.37,-3.72,-3.71,21.09,-0.48,7.16,-1.95,-1.9,-0.99,-1.99,1286.37,16.449,38.38,0.1728971707,0.0444,0.0662,0.0753,0.0592,0.0206772204,0.0037,0.0030395137,-8e-04,2e-04,0.0032135534,-0.0010753509,0.038979,0.037774,3.53
1.69,4.22,3.95,3.62,7.37,7.09,3.11,3.66,0.95,2.27,1372.71,16.448,41.02,0.1542274468,0.0457,0.0723,0.0802,0.0627,0.0188750654,0.0038083333,0,-0.0078,-0.016,0.0024092474,-0.0011446288,0.054431,0.053398,6.2
-1.46,-0.17,0.53,4.28,1.83,2.21,-1.09,3.94,2.22,0.03,1328.72,16.5123,42,0.1587964727,0.0455,0.0719,0.0795,0.0639,0.0194361999,0.0037916667,0.0030084236,-0.0077,-0.0113,0.0016111824,-0.0011695952,-0.03022,-0.031084,4.04
-6,-6.53,-4.14,2.17,-0.87,-2.26,-7.47,-1.63,0.72,-4.3,1320.41,16.5767,42.98,0.1562430269,0.0472,0.074,0.0815,0.0649,0.0189540177,0.0039333333,0.0023995201,-0.0053,-0.0026,0.0027298772,-0.0010558461,-0.004989,-0.006251,1.69
3.61,6.65,5.23,4.59,34.45,21.89,2.04,43,-4.37,1.16,1366.42,16.7387,50.0233,0.1670564326,0.0555,0.0768,0.0829,0.0646,0.0274972755,0.004625,0.0059241706,0.0264,0.0092,0.003000422,0.0004046909,-0.017459,-0.018667,0.33
4.65,6.47,3.9,16.86,-3.46,-2.76,3.54,-9.05,6,1.8,1498.58,16.762,50.95,0.1499735618,0.0569,0.0768,0.0837,0.0618,0.0183618948,0.0047416667,0.0082449941,0.0367,0.0169,0.0066783401,0.0001848837,0.098492,0.097434,1.69
-4.39,-6.58,-2.78,-3.8,-20.29,-17.52,-5.49,-13.74,5.55,-3.94,1452.43,16.7427,51.2733,0.1526004182,0.0566,0.0764,0.084,0.063,0.0120233177,0.0047166667,0.0005841121,-0.0076,-0.0115,0.0079417212,-0.0003869421,-0.031585,-0.032308,3.61
-1.65,-8.06,-4.42,16.03,-14.3,-13.75,-5.92,-7.34,2.3,-2.35,1420.6,16.7233,51.5967,0.1556687311,0.0579,0.0799,0.089,0.064,0.0092578277,0.004825,0.0011675423,-0.0054,-0.0161,0.005185498,8.913e-06,-0.022304,-0.023617,4.65
2.4,5.69,4.05,16.16,10.04,-0.27,2.72,12.8,6.92,4.14,1517.68,16.466,53.1067,0.146053064,0.0609,0.0755,0.0826,0.0594,0.0046892158,0.005075,0,0.024,0.0135,0.0010392754,-0.0002776155,0.062594,0.061275,2.4
-0.52,-6.34,-5.35,4.55,-10.82,-16.08,-5.58,-0.14,6.83,-0.98,1436.51,16.347,53.7,0.1537894629,0.06,0.0762,0.0835,0.0612,0.0044836473,0.005,0.0052083333,-0.0157,0.0046,0.0015999826,-0.0005084875,-0.052088,-0.052795,0.56
-4.42,-5.02,-3.04,-7.29,-13.14,-11.75,-5.73,-8.14,-1.06,-3.67,1429.4,16.3217,52.4667,0.1493007889,0.0611,0.0755,0.0834,0.06,0.0037577274,0.0050916667,0.0017271157,0.0187,0.0045,0.0055680729,-0.0013389528,-0.00412,-0.004829,2.4
-2.88,-5.8,-4.95,0.51,-16.39,-16.26,-4,-9.38,2.39,-2.62,1160.33,15.973,45.44,0.1331135514,0.0442,0.0698,0.0784,0.0559,-0.0052002182,0.0036833333,0.0022753129,-0.0074,-0.0029,0.0071396324,-0.0018640665,-0.063706,-0.064587,18.58
0.42,2.67,-0.72,-12.75,-0.13,-0.03,3.18,7.27,-1.89,2.92,1224.42,15.686,36.79,0.1252094328,0.0349,0.0718,0.0797,0.059,0.0050470935,0.0029083333,0.0016882386,0.0085,0.0055,0.0015083692,-0.0015922058,-0.024506,-0.025183,3.74
0.16,-1.74,-2.38,-3.72,-9.77,-10.67,-0.48,-2.73,-3.21,1.2,1211.23,15.7027,33.9633,0.1249665833,0.0351,0.0713,0.0797,0.0561,0.0079149459,0.002925,-0.0028089888,0.0376,0.0361,0.0028995945,-0.0020270501,-0.009317,-0.010248,7.05
-0.92,-3.92,-3.28,-5.92,-10,-11.94,0.47,-2.83,0.7,-1.23,1133.58,15.7193,31.1367,0.1321641438,0.0336,0.0702,0.0785,0.0546,0.0099196201,0.0028,0,0.0206,0.0156,0.0022214855,-0.0026412673,-0.063435,-0.064933,0.42
-11.71,-17.72,-13.82,-13.68,-18.97,-20.26,-12.49,-11.85,-4.69,-9.34,1040.94,15.736,28.31,0.1486285882,0.0264,0.0717,0.0803,0.0542,0.0086679553,0.0022,0.0045070423,0.0081,-0.0152,0.0071675871,-0.001822915,-0.080361,-0.081352,0.16
4.17,6.77,4.87,6.4,8.79,7.48,6.7,6.36,4.06,5.57,1148.08,15.74,24.69,0.1312178459,0.0169,0.0677,0.0805,0.0575,0.0134669755,0.0014083333,-0.003945885,-0.0183,-0.009,0.0017979546,-0.0013361672,0.009051,0.007849,3.74
2.11,5.49,2.25,-5.02,3.53,-11.58,5.67,-3.23,-2.54,2.91,1130.2,15.7367,24.6933,0.1325605487,0.0165,0.0655,0.0787,0.0569,0.0111937534,0.001375,0.0022637238,0.0138,0.0175,0.0021838889,-0.0020042449,-0.014324,-0.01532,4.98
1.51,0.14,0.34,1.61,-11.84,-12.72,-1.99,-7.94,0.26,-0.13,1106.73,15.7333,24.6967,0.1301190857,0.0173,0.0651,0.0789,0.0563,0.0125018451,0.0014416667,0.0039525692,0.0115,0.013,0.002567832,-0.0018207545,-0.019481,-0.020973,4.17
8.21,7.01,9.66,14.33,10.31,5.53,8.57,6.42,7.69,6.23,1147.39,15.73,24.7,0.2368334023,0.0179,0.0681,0.0811,0.0604,0.0137617687,0.0014916667,0.005624297,-0.0436,-0.0295,0.0020148244,-0.0022385902,0.037572,0.03669,2.11
5.22,5.62,1.55,1.12,-6.47,-7.21,4.87,-6.26,0.81,3.57,1076.92,15.833,25.38,0.2477323126,0.0172,0.0676,0.0803,0.0575,0.0151107011,0.0014333333,0.0055928412,0.041,0.0253,0.0023197168,-0.0020475182,-0.061001,-0.061826,1.51
1.38,-2.24,-2.53,-5.28,-6.91,-7.17,1.73,-3.89,-4.13,0.25,1067.14,15.936,26.06,0.2482556141,0.0173,0.0675,0.0809,0.0578,0.0222857205,0.0014416667,0,0.0015,0.0113,0.004101625,-0.002141779,-0.0078,-0.009438,8.21
-4.26,-4.9,-5.26,-5.7,-13.5,-17.52,-4.92,-10.09,-4.07,-2.8,989.81,16.039,26.74,0.2665725018,0.017,0.0663,0.0795,0.0566,0.027526749,0.0014166667,0.0005561735,0.0187,0.0073,0.0037079693,-0.0026067905,-0.071349,-0.072611,5.22
-9.98,-12.34,-11.92,-14.98,-15.43,-12.2,-14.47,-11.06,-11.69,-9.21,911.62,15.959,27.84,0.2820321945,0.0168,0.0653,0.079,0.0544,0.0284506035,0.0014,0.0011117287,0.0303,0.0094,0.0153427914,-0.0024205352,-0.073987,-0.075074,1.38
3.96,0.75,2.72,1.57,12.68,9.5,0.49,4.7,-0.36,1.69,885.76,15.8907,29.2233,0.2934370638,0.0158,0.0632,0.0773,0.0508,0.025638996,0.0013166667,0.0016574586,-0.0294,-0.024,0.0115896791,-0.0037533659,0.088599,0.087103,0.09
-1.84,-4.52,-4.94,1.9,-11.41,-7.16,-5.83,-7.08,2.28,-1.29,879.82,16.074,27.59,0.2953858956,0.0119,0.0621,0.0745,0.0484,0.0256984384,0.0009916667,-0.0022062879,0.0507,0.0361,0.0026394797,-0.0041443054,-0.058834,-0.060464,3.96
-2.05,-1.67,-1.64,2.58,1.94,-0.6,-2.8,1.71,-1.78,0.68,855.7,16.124,28.5,0.3059423072,0.0117,0.0617,0.0735,0.0495,0.0282539678,0.000975,0.0044223328,-0.0106,0.0021,0.0051675134,0,-0.026579,-0.02786,8.49
6.84,5.48,10.29,20.54,23.38,18.32,10.29,23.67,10.59,8.63,963.59,16.1847,33.14,0.2583755061,0.0107,0.0522,0.0638,0.0436,0.0064059699,0.0008916667,-0.0016322089,0.0592,0.0471,0.0022283514,0,0.053251,0.051508,0.38
3.33,3.93,2.95,6.02,5.64,9,7.48,8.72,-0.97,4.18,974.51,16.165,34.55,0.2544883373,0.0092,0.0497,0.0619,0.0452,0.0012176326,0.0007666667,0.0010899183,-0.0154,-0.0143,0.001997741,0,0.012816,0.011351,7.95
3.71,8.31,6.6,-4.2,12.38,6.93,8.3,6.73,-2.24,6.15,990.31,16.3053,35.8933,0.2476433348,0.009,0.0549,0.0662,0.0542,0.0002291845,0.00075,0.0010887316,-0.0982,-0.0881,0.0020460594,0,0.017932,0.016505,6.84
4.17,5.49,6.62,7.39,7.74,2.12,6.58,4.61,1.05,2.94,1008.01,16.4457,37.2367,0.2428560733,0.0095,0.0588,0.0701,0.0532,0.0029133592,0.0007916667,0.0038064165,0.0166,0.0219,0.0009660247,0,0.019597,0.018014,3.33
2.17,0.63,-0.2,-0.19,4.02,-0.47,-0.15,7.21,2.77,1.73,995.97,16.586,38.58,0.2465417826,0.0094,0.0572,0.0679,0.049,0.0073209903,0.0007833333,0.0032502709,0.0546,0.0503,0.0018691217,0,-0.010737,-0.012107,3.71
6.01,9.63,9.18,5.56,12.68,5.91,10.1,5.05,3.14,7.34,1050.71,16.8523,41.9667,0.2333089667,0.0092,0.057,0.0673,0.0518,0.0072101681,0.0007666667,-0.0010799136,-0.0283,-0.0203,0.001407576,0,0.05556,0.05397,4.17
3.21,1.58,4.11,2.79,4.99,5.08,3.51,2.69,2.3,3.89,1058.2,17.1187,45.3533,0.2337541521,0.0093,0.0565,0.0666,0.0519,0.0100005397,0.000775,-0.0027027027,-0.0027,0.0052,0.0009196333,0,0.009259,0.007606,2.17
2.75,4.67,7.03,17.31,0.42,3.89,2.04,4.07,4.16,3.12,1111.92,17.385,48.74,0.2187398648,0.009,0.0562,0.066,0.0511,0.0069456916,0.00075,-0.0010840108,0.0139,0.0139,0.0008936987,0,0.05178,0.050107,6.01
4.96,3.06,5.33,5.45,12.38,8.42,5.53,11.95,2.18,4.14,1131.13,17.598,49.8267,0.218027721,0.0088,0.0554,0.0644,0.0499,0.0068420471,0.0007333333,0.0048833424,0.0187,0.0187,0.0009788186,0,0.019078,0.017991,3.21
4.27,-0.67,1.52,4.59,-2.54,-2.55,3.88,0.45,2.18,2.17,1144.94,17.811,50.9133,0.2160532204,0.0093,0.055,0.0627,0.0483,0.0093278078,0.000775,0.005399568,0.023,0.0178,0.0006107119,0,0.014403,0.012716,2.75
0.31,-0.6,0.6,3.17,-1.68,-4.35,1.5,0.31,0.87,1.1,1126.21,18.024,52,0.2817314655,0.0094,0.0533,0.0611,0.0474,0.012245885,0.0007833333,0.0064446831,0.0141,0.0118,0.0019812629,0,-0.014982,-0.016267,4.96
-0.19,-0.98,-1.28,3.06,-7.19,-5.46,-1.85,-1.19,-2.97,-3.29,1107.3,18.2167,53.3833,0.2853718668,0.0094,0.0573,0.0646,0.0531,0.0137299613,0.0007833333,0.0032017076,-0.0588,-0.0534,0.0012309283,0,-0.015584,-0.016719,4.27
0.48,-2.24,0.84,-1.1,2.22,-2.38,-0.9,-3.95,0.36,0.36,1120.68,18.4093,54.7667,0.2864115739,0.0102,0.0604,0.0675,0.0539,0.0151458788,0.00085,0.0058510638,-0.0051,-0.0071,0.0009776264,0,0.013629,0.012024,0.31
-5.07,-5.55,-4.78,0.65,-13.49,-8.58,-5.47,-9.98,-0.82,-2.95,1101.72,18.789,56.69,0.2877883095,0.0133,0.0582,0.0662,0.0523,0.0147257304,0.0011083333,-0.0015814444,0.0155,0.0184,0.0007770892,0,-0.032954,-0.034111,0.48
-2.1,-4.31,-1.37,-5.02,-3.05,-2.47,-2.86,0.17,3.02,0.09,1104.24,18.976,57.23,0.2868206158,0.0148,0.0565,0.0646,0.0493,0.0142838725,0.0012333333,0.0005279831,0.0395,0.0395,0.0014428366,0,0.003807,0.002019,2.68
6.87,8.87,11.99,9.6,9.62,12.65,9.71,8.2,5.47,6.91,1173.82,19.349,58.29,0.2798316459,0.0207,0.0552,0.062,0.0502,0.0121807714,0.001725,0.0005238345,-0.0234,-0.02,0.0008574002,0,0.040559,0.035572,1.61
6.65,5.46,5.53,-0.43,8.72,9.07,5.23,7.64,1.92,4.64,1211.92,19.442,58.55,0.2706192427,0.0219,0.0547,0.0615,0.0484,0.0130002322,0.001825,-0.0036649215,0.025,0.0257,0.0007278431,0,0.033734,0.032086,1.71
-0.57,-5.97,-3,3.15,-7.75,-5.76,-1.9,-4.13,0.33,-2.16,1181.27,19.703,59.1067,0.2781798561,0.0233,0.0536,0.0602,0.0465,0.0135896266,0.0019416667,0.0021019443,0.03,0.0277,0.0008213965,0,-0.023824,-0.024749,6.87
0.63,-0.76,3.21,16.59,-0.03,-1.45,1.59,-2.04,1.97,0.84,1203.6,19.964,59.6633,0.2710410236,0.0254,0.052,0.0582,0.0479,0.0117939032,0.0021166667,0.0057682223,-0.0128,-0.0112,0.0008344462,0,0.021152,0.019015,6.65
-2.92,-9.97,-7.61,-7.58,-8.18,-7.52,-5.87,-3.49,-0.04,-4.43,1156.85,20.4583,61.2333,0.3296244007,0.0278,0.0533,0.0605,0.0461,0.0079743701,0.0023166667,0.0067252975,0.0373,0.0327,0.0018258706,0,-0.018926,-0.020076,0.63
4.24,5.16,8.39,11,7.35,3.06,7.14,8.74,3.77,4.81,1234.18,21.107,64.33,0.3157342746,0.0322,0.0506,0.0595,0.0456,0.0044903061,0.0026833333,0.0046272494,-0.0288,-0.0244,0.0006499133,0,0.037364,0.036163,4.22
-2.91,-2.59,-0.9,7.11,-0.99,-1.56,-3.58,-0.93,0.28,-1.12,1220.33,21.289,65.4,0.3205331247,0.0344,0.0509,0.0596,0.0432,0.0054170168,0.0028666667,0.0051177073,0.0333,0.0233,0.0006967007,0,-0.009159,-0.011265,4.09
-1.47,-1.95,0.4,11.45,1.36,-0.99,-2.44,0.31,2.94,0.56,1228.81,21.471,66.47,0.3178915098,0.0342,0.0513,0.0603,0.0464,0.0067361207,0.00285,0.0122199593,-0.0338,-0.031,0.0006598993,0,0.008067,0.006916,4.24
4.92,5.11,11.65,17.79,9.34,3.82,7.46,11.31,3.99,4.75,1280.08,22.4053,70.7767,0.3092262579,0.0424,0.0529,0.0624,0.0474,-0.0004124947,0.0035333333,0.0076219512,-0.0118,-0.0093,0.0009753876,0,0.026426,0.025407,1.9
3.37,4.41,6.07,6.61,5.27,5.9,4.46,2.72,-1.54,3.44,1294.87,22.784,72.67,0.3160094407,0.0451,0.0553,0.0641,0.0507,0.0021774747,0.0037583333,0.0055359839,-0.0539,-0.0404,0.0005452381,0,0.012909,0.011511,4.92
1.16,2.16,3.96,5.62,0.24,0.12,1.02,-3.82,1.2,0.65,1310.61,23.0017,73.2767,0.3088419778,0.046,0.0584,0.0668,0.0532,-0.0034487359,0.0038333333,0.0085085085,-0.0247,-0.0224,0.0005998005,0,0.012064,0.01085,1.71
-2.81,-2.17,-5.53,-6.14,-8.16,-3.73,-4.77,-7.48,-0.45,-2.16,1270.09,23.2193,73.8833,0.3143403075,0.0472,0.0595,0.0675,0.0535,-0.0026302873,0.0039333333,0.0049627792,0.001,-0.002,0.001355149,0,-0.028319,-0.030519,3.37
-0.09,-0.32,-1.2,3.16,-2.88,-2.33,-0.92,-2.08,2.02,0.41,1270.2,23.437,74.49,0.3148502899,0.0479,0.0589,0.0678,0.0531,-0.0021637049,0.0039916667,0.0019753086,0.0092,0.0039,0.0021028205,0,0.001587,0.000348,1.16
5.4,6.14,6.5,5.63,4.12,6.39,5.46,6.52,5.29,3.81,1377.94,24.3587,79.55,0.2905991608,0.0492,0.0551,0.0642,0.0481,-0.0089170595,0.0041,-0.0054213898,0.0077,0.0127,0.0004505773,0,0.032528,0.031421,2.18
1.79,4.35,3.85,7.59,2.63,1.19,0.41,2.68,3.03,2.48,1400.63,24.6213,80.53,0.2872418677,0.0494,0.0533,0.062,0.0467,-0.0150939479,0.0041166667,-0.0014866204,0.0207,0.0246,0.0005922029,0,0.018385,0.015887,1.44
2.65,3.43,0.89,-5.06,1.16,3.57,1.28,1.4,0.69,1.83,1418.3,24.884,81.51,0.2816823997,0.0485,0.0532,0.0622,0.0491,-0.0149557599,0.0040416667,0.0014888337,-0.0236,-0.0232,0.0003575089,0,0.013768,0.012294,5.4
3.73,3.64,2.86,-1.41,2.43,5.42,2.95,4.59,0.27,1.23,1438.24,25.0873,82.0567,0.2781442105,0.0498,0.054,0.0634,0.0502,-0.0140001719,0.00415,0.0030525273,-0.0102,-0.0051,0.0004504848,0,0.015318,0.01435,1.79
0.37,0.27,2.17,-1.08,0.62,-0.91,0.44,0.12,2.67,-0.85,1406.82,25.2907,82.6033,0.2861484942,0.0503,0.0539,0.0628,0.0477,-0.015144009,0.0041916667,0.0053503676,0.0335,0.0287,0.001476815,0,-0.019288,-0.021598,2.65
1.45,-1.14,0.98,4.07,0.62,-0.73,1.54,-0.04,4.32,-0.95,1420.86,25.494,83.15,0.2690500135,0.0494,0.053,0.0627,0.0493,-0.0124906939,0.0041166667,0.0091056959,-0.0145,-0.0231,0.001587551,0,0.010894,0.009679,3.73
1,2.96,4.29,6.4,2.32,2.66,2.21,5.07,2.37,0.53,1482.37,25.7193,83.7402,0.2544561689,0.0487,0.0547,0.0639,0.0489,-0.0089133421,0.0040583333,0.0064961627,0.0085,0.014,0.0005821437,0,0.043991,0.042857,0.37
